"","Item","Suport","Confidence"
"46092","{packaged fruit/vegetables,root vegetables,whole milk}","12","0.00477517"
"46093","{packaged fruit/vegetables,root vegetables,yogurt}","10","0.00397931"
"46094","{packaged fruit/vegetables,sausage}","18","0.00716275"
"46095","{packaged fruit/vegetables,sausage,soda}","6","0.00238758"
"46096","{packaged fruit/vegetables,sausage,whole milk}","8","0.00318345"
"46097","{packaged fruit/vegetables,sausage,yogurt}","7","0.00278552"
"46098","{packaged fruit/vegetables,shopping bags}","9","0.00358138"
"46099","{packaged fruit/vegetables,sliced cheese}","6","0.00238758"
"46100","{packaged fruit/vegetables,soda}","21","0.00835655"
"46101","{packaged fruit/vegetables,soda,whole milk}","12","0.00477517"
"46102","{packaged fruit/vegetables,soda,yogurt}","5","0.00198965"
"46103","{packaged fruit/vegetables,sugar}","8","0.00318345"
"46104","{packaged fruit/vegetables,tropical fruit}","19","0.00756068"
"46105","{packaged fruit/vegetables,tropical fruit,whole milk}","7","0.00278552"
"46106","{packaged fruit/vegetables,tropical fruit,yogurt}","5","0.00198965"
"46107","{packaged fruit/vegetables,waffles}","5","0.00198965"
"46108","{packaged fruit/vegetables,whipped/sour cream}","14","0.00557103"
"46109","{packaged fruit/vegetables,whipped/sour cream,whole milk}","6","0.00238758"
"46110","{packaged fruit/vegetables,white bread}","9","0.00358138"
"46111","{packaged fruit/vegetables,white bread,whole milk}","5","0.00198965"
"46112","{packaged fruit/vegetables,whole milk}","39","0.0155193"
"46113","{packaged fruit/vegetables,whole milk,yogurt}","9","0.00358138"
"46114","{packaged fruit/vegetables,yogurt}","25","0.00994827"
"46115","{pasta}","148","1"
"46116","{pasta,pastry}","17","0.00676482"
"46117","{pasta,pastry,pip fruit}","5","0.00198965"
"46118","{pasta,pastry,rolls/buns}","5","0.00198965"
"46119","{pasta,pastry,soda}","6","0.00238758"
"46120","{pasta,pastry,white bread}","5","0.00198965"
"46121","{pasta,pastry,whole milk}","6","0.00238758"
"46122","{pasta,pickled vegetables}","5","0.00198965"
"46123","{pasta,pip fruit}","23","0.00915241"
"46124","{pasta,pip fruit,rolls/buns}","5","0.00198965"
"46125","{pasta,pip fruit,root vegetables}","8","0.00318345"
"46126","{pasta,pip fruit,root vegetables,whole milk}","6","0.00238758"
"46127","{pasta,pip fruit,sausage}","6","0.00238758"
"46128","{pasta,pip fruit,shopping bags}","5","0.00198965"
"46129","{pasta,pip fruit,soda}","5","0.00198965"
"46130","{pasta,pip fruit,tropical fruit}","8","0.00318345"
"46131","{pasta,pip fruit,white bread}","6","0.00238758"
"46132","{pasta,pip fruit,whole milk}","13","0.0051731"
"46133","{pasta,pip fruit,whole milk,yogurt}","6","0.00238758"
"46134","{pasta,pip fruit,yogurt}","9","0.00358138"
"46135","{pasta,pork}","14","0.00557103"
"46136","{pasta,pork,root vegetables}","9","0.00358138"
"46137","{pasta,pork,root vegetables,whole milk}","8","0.00318345"
"46138","{pasta,pork,whole milk}","9","0.00358138"
"46139","{pasta,roll products }","6","0.00238758"
"46140","{pasta,roll products ,root vegetables}","5","0.00198965"
"46141","{pasta,rolls/buns}","24","0.00955034"
"46142","{pasta,rolls/buns,root vegetables}","8","0.00318345"
"46143","{pasta,rolls/buns,root vegetables,whole milk}","6","0.00238758"
"46144","{pasta,rolls/buns,soda}","6","0.00238758"
"46145","{pasta,rolls/buns,tropical fruit}","5","0.00198965"
"46146","{pasta,rolls/buns,waffles}","5","0.00198965"
"46147","{pasta,rolls/buns,whipped/sour cream}","6","0.00238758"
"46148","{pasta,rolls/buns,whole milk}","14","0.00557103"
"46149","{pasta,rolls/buns,yogurt}","6","0.00238758"
"46150","{pasta,root vegetables}","38","0.0151214"
"46151","{pasta,root vegetables,sausage}","6","0.00238758"
"46152","{pasta,root vegetables,sausage,whole milk}","5","0.00198965"
"46153","{pasta,root vegetables,soda}","11","0.00437724"
"46154","{pasta,root vegetables,soft cheese}","5","0.00198965"
"46155","{pasta,root vegetables,sugar}","5","0.00198965"
"46156","{pasta,root vegetables,tropical fruit}","9","0.00358138"
"46157","{pasta,root vegetables,tropical fruit,whole milk}","5","0.00198965"
"46158","{pasta,root vegetables,whipped/sour cream}","10","0.00397931"
"46159","{pasta,root vegetables,whipped/sour cream,whole milk}","8","0.00318345"
"46160","{pasta,root vegetables,whipped/sour cream,yogurt}","6","0.00238758"
"46161","{pasta,root vegetables,white bread}","6","0.00238758"
"46162","{pasta,root vegetables,whole milk}","23","0.00915241"
"46163","{pasta,root vegetables,whole milk,yogurt}","7","0.00278552"
"46164","{pasta,root vegetables,yogurt}","10","0.00397931"
"46165","{pasta,salt}","7","0.00278552"
"46166","{pasta,salty snack}","9","0.00358138"
"46167","{pasta,salty snack,tropical fruit}","5","0.00198965"
"46168","{pasta,sausage}","18","0.00716275"
"46169","{pasta,sausage,shopping bags}","5","0.00198965"
"46170","{pasta,sausage,tropical fruit}","6","0.00238758"
"46171","{pasta,sausage,whipped/sour cream}","6","0.00238758"
"46172","{pasta,sausage,whole milk}","10","0.00397931"
"46173","{pasta,sausage,yogurt}","6","0.00238758"
"46174","{pasta,shopping bags}","18","0.00716275"
"46175","{pasta,shopping bags,tropical fruit}","5","0.00198965"
"46176","{pasta,shopping bags,whipped/sour cream}","5","0.00198965"
"46177","{pasta,shopping bags,whole milk}","7","0.00278552"
"46178","{pasta,shopping bags,yogurt}","7","0.00278552"
"46179","{pasta,sliced cheese}","6","0.00238758"
"46180","{pasta,soda}","40","0.0159172"
"46181","{pasta,soda,sugar}","5","0.00198965"
"46182","{pasta,soda,tropical fruit}","6","0.00238758"
"46183","{pasta,soda,waffles}","6","0.00238758"
"46184","{pasta,soda,whipped/sour cream}","7","0.00278552"
"46185","{pasta,soda,whipped/sour cream,whole milk}","5","0.00198965"
"46186","{pasta,soda,whipped/sour cream,yogurt}","5","0.00198965"
"46187","{pasta,soda,white bread}","6","0.00238758"
"46188","{pasta,soda,whole milk}","15","0.00596896"
"46189","{pasta,soda,whole milk,yogurt}","6","0.00238758"
"46190","{pasta,soda,yogurt}","11","0.00437724"
"46191","{pasta,soft cheese}","9","0.00358138"
"46192","{pasta,soft cheese,whipped/sour cream}","5","0.00198965"
"46193","{pasta,soft cheese,whole milk}","5","0.00198965"
"46194","{pasta,soups}","5","0.00198965"
"46195","{pasta,specialty bar}","5","0.00198965"
"46196","{pasta,specialty chocolate}","7","0.00278552"
"46197","{pasta,sugar}","11","0.00437724"
"46198","{pasta,sugar,whole milk}","7","0.00278552"
"46199","{pasta,sweet spreads}","5","0.00198965"
"46200","{pasta,tropical fruit}","22","0.00875448"
"46201","{pasta,tropical fruit,white bread}","5","0.00198965"
"46202","{pasta,tropical fruit,whole milk}","10","0.00397931"
"46203","{pasta,tropical fruit,yogurt}","5","0.00198965"
"46204","{pasta,waffles}","14","0.00557103"
"46205","{pasta,waffles,whole milk}","5","0.00198965"
"46206","{pasta,waffles,yogurt}","8","0.00318345"
"46207","{pasta,whipped/sour cream}","23","0.00915241"
"46208","{pasta,whipped/sour cream,whole milk}","11","0.00437724"
"46209","{pasta,whipped/sour cream,whole milk,yogurt}","6","0.00238758"
"46210","{pasta,whipped/sour cream,yogurt}","11","0.00437724"
"46211","{pasta,white bread}","14","0.00557103"
"46212","{pasta,white bread,whole milk}","7","0.00278552"
"46213","{pasta,white bread,yogurt}","5","0.00198965"
"46214","{pasta,whole milk}","60","0.0238758"
"46215","{pasta,whole milk,yogurt}","18","0.00716275"
"46216","{pasta,yogurt}","31","0.0123359"
"46217","{pastry}","875","1"
"46218","{pastry,pet care}","5","0.00198965"
"46219","{pastry,pickled vegetables}","19","0.00756068"
"46220","{pastry,pickled vegetables,rolls/buns}","7","0.00278552"
"46221","{pastry,pickled vegetables,root vegetables}","6","0.00238758"
"46222","{pastry,pickled vegetables,soda}","8","0.00318345"
"46223","{pastry,pickled vegetables,soda,whole milk}","5","0.00198965"
"46224","{pastry,pickled vegetables,tropical fruit}","5","0.00198965"
"46225","{pastry,pickled vegetables,whole milk}","10","0.00397931"
"46226","{pastry,pip fruit}","105","0.0417827"
"46227","{pastry,pip fruit,pork}","8","0.00318345"
"46228","{pastry,pip fruit,pork,whole milk}","6","0.00238758"
"46229","{pastry,pip fruit,processed cheese}","6","0.00238758"
"46230","{pastry,pip fruit,red/blush wine}","5","0.00198965"
"46231","{pastry,pip fruit,rolls/buns}","27","0.0107441"
"46232","{pastry,pip fruit,rolls/buns,root vegetables}","6","0.00238758"
"46233","{pastry,pip fruit,rolls/buns,salty snack}","5","0.00198965"
"46234","{pastry,pip fruit,rolls/buns,sausage}","9","0.00358138"
"46235","{pastry,pip fruit,rolls/buns,sausage,yogurt}","5","0.00198965"
"46236","{pastry,pip fruit,rolls/buns,shopping bags}","5","0.00198965"
"46237","{pastry,pip fruit,rolls/buns,shopping bags,yogurt}","5","0.00198965"
"46238","{pastry,pip fruit,rolls/buns,soda}","7","0.00278552"
"46239","{pastry,pip fruit,rolls/buns,tropical fruit}","13","0.0051731"
"46240","{pastry,pip fruit,rolls/buns,tropical fruit,whole milk}","5","0.00198965"
"46241","{pastry,pip fruit,rolls/buns,tropical fruit,yogurt}","5","0.00198965"
"46242","{pastry,pip fruit,rolls/buns,white bread}","6","0.00238758"
"46243","{pastry,pip fruit,rolls/buns,whole milk}","13","0.0051731"
"46244","{pastry,pip fruit,rolls/buns,whole milk,yogurt}","6","0.00238758"
"46245","{pastry,pip fruit,rolls/buns,yogurt}","10","0.00397931"
"46246","{pastry,pip fruit,root vegetables}","24","0.00955034"
"46247","{pastry,pip fruit,root vegetables,sausage}","7","0.00278552"
"46248","{pastry,pip fruit,root vegetables,sausage,whole milk}","6","0.00238758"
"46249","{pastry,pip fruit,root vegetables,sausage,whole milk,yogurt}","5","0.00198965"
"46250","{pastry,pip fruit,root vegetables,sausage,yogurt}","5","0.00198965"
"46251","{pastry,pip fruit,root vegetables,shopping bags}","5","0.00198965"
"46252","{pastry,pip fruit,root vegetables,soda}","8","0.00318345"
"46253","{pastry,pip fruit,root vegetables,soda,whole milk}","5","0.00198965"
"46254","{pastry,pip fruit,root vegetables,soda,yogurt}","5","0.00198965"
"46255","{pastry,pip fruit,root vegetables,tropical fruit}","8","0.00318345"
"46256","{pastry,pip fruit,root vegetables,whipped/sour cream}","6","0.00238758"
"46257","{pastry,pip fruit,root vegetables,white bread}","5","0.00198965"
"46258","{pastry,pip fruit,root vegetables,whole milk}","13","0.0051731"
"46259","{pastry,pip fruit,root vegetables,whole milk,yogurt}","8","0.00318345"
"46260","{pastry,pip fruit,root vegetables,yogurt}","10","0.00397931"
"46261","{pastry,pip fruit,salty snack}","13","0.0051731"
"46262","{pastry,pip fruit,salty snack,shopping bags}","5","0.00198965"
"46263","{pastry,pip fruit,salty snack,soda}","5","0.00198965"
"46264","{pastry,pip fruit,salty snack,tropical fruit}","5","0.00198965"
"46265","{pastry,pip fruit,salty snack,whole milk}","5","0.00198965"
"46266","{pastry,pip fruit,salty snack,yogurt}","5","0.00198965"
"46267","{pastry,pip fruit,sausage}","25","0.00994827"
"46268","{pastry,pip fruit,sausage,shopping bags}","6","0.00238758"
"46269","{pastry,pip fruit,sausage,shopping bags,yogurt}","6","0.00238758"
"46270","{pastry,pip fruit,sausage,soda}","7","0.00278552"
"46271","{pastry,pip fruit,sausage,soda,whole milk}","5","0.00198965"
"46272","{pastry,pip fruit,sausage,tropical fruit}","12","0.00477517"
"46273","{pastry,pip fruit,sausage,tropical fruit,whole milk}","5","0.00198965"
"46274","{pastry,pip fruit,sausage,whipped/sour cream}","5","0.00198965"
"46275","{pastry,pip fruit,sausage,whole milk}","14","0.00557103"
"46276","{pastry,pip fruit,sausage,whole milk,yogurt}","8","0.00318345"
"46277","{pastry,pip fruit,sausage,yogurt}","12","0.00477517"
"46278","{pastry,pip fruit,semi-finished bread}","9","0.00358138"
"46279","{pastry,pip fruit,shopping bags}","14","0.00557103"
"46280","{pastry,pip fruit,shopping bags,soda}","5","0.00198965"
"46281","{pastry,pip fruit,shopping bags,tropical fruit}","6","0.00238758"
"46282","{pastry,pip fruit,shopping bags,whole milk}","8","0.00318345"
"46283","{pastry,pip fruit,shopping bags,whole milk,yogurt}","6","0.00238758"
"46284","{pastry,pip fruit,shopping bags,yogurt}","9","0.00358138"
"46285","{pastry,pip fruit,sliced cheese}","8","0.00318345"
"46286","{pastry,pip fruit,soda}","23","0.00915241"
"46287","{pastry,pip fruit,soda,tropical fruit}","8","0.00318345"
"46288","{pastry,pip fruit,soda,white bread}","8","0.00318345"
"46289","{pastry,pip fruit,soda,whole milk}","11","0.00437724"
"46290","{pastry,pip fruit,soda,whole milk,yogurt}","6","0.00238758"
"46291","{pastry,pip fruit,soda,yogurt}","9","0.00358138"
"46292","{pastry,pip fruit,soft cheese}","6","0.00238758"
"46293","{pastry,pip fruit,specialty bar}","8","0.00318345"
"46294","{pastry,pip fruit,sugar}","7","0.00278552"
"46295","{pastry,pip fruit,tropical fruit}","37","0.0147234"
"46296","{pastry,pip fruit,tropical fruit,whipped/sour cream}","6","0.00238758"
"46297","{pastry,pip fruit,tropical fruit,whole milk}","16","0.00636689"
"46298","{pastry,pip fruit,tropical fruit,whole milk,yogurt}","7","0.00278552"
"46299","{pastry,pip fruit,tropical fruit,yogurt}","12","0.00477517"
"46300","{pastry,pip fruit,waffles}","12","0.00477517"
"46301","{pastry,pip fruit,waffles,white bread}","7","0.00278552"
"46302","{pastry,pip fruit,waffles,yogurt}","5","0.00198965"
"46303","{pastry,pip fruit,whipped/sour cream}","13","0.0051731"
"46304","{pastry,pip fruit,whipped/sour cream,whole milk}","7","0.00278552"
"46305","{pastry,pip fruit,whipped/sour cream,yogurt}","6","0.00238758"
"46306","{pastry,pip fruit,white bread}","15","0.00596896"
"46307","{pastry,pip fruit,white bread,yogurt}","7","0.00278552"
"46308","{pastry,pip fruit,whole milk}","50","0.0198965"
"46309","{pastry,pip fruit,whole milk,yogurt}","21","0.00835655"
"46310","{pastry,pip fruit,yogurt}","35","0.0139276"
"46311","{pastry,popcorn}","9","0.00358138"
"46312","{pastry,pork}","62","0.0246717"
"46313","{pastry,pork,rolls/buns}","23","0.00915241"
"46314","{pastry,pork,rolls/buns,root vegetables}","5","0.00198965"
"46315","{pastry,pork,rolls/buns,soda}","6","0.00238758"
"46316","{pastry,pork,rolls/buns,whole milk}","11","0.00437724"
"46317","{pastry,pork,root vegetables}","14","0.00557103"
"46318","{pastry,pork,root vegetables,whole milk}","5","0.00198965"
"46319","{pastry,pork,sausage}","9","0.00358138"
"46320","{pastry,pork,sausage,whole milk}","6","0.00238758"
"46321","{pastry,pork,shopping bags}","8","0.00318345"
"46322","{pastry,pork,soda}","16","0.00636689"
